timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
11, 0.27, -3.22, 11.14, -0.28, -0.01, 0.02
103, -1.49, 6.35, 12.28, 0.01, 0.03, 0.01
203, 0.16, 0.16, 11.24, -0.27, 0.06, -0.06
303, 0.21, -0.09, 13.48, 0.14, -0.05, -0.02
403, 1.35, 1.12, 11.05, -0.25, 0.20, -0.03
503, -1.42, -0.80, 11.60, 0.08, 0.08, 0.12
603, 1.69, 5.11, 8.31, 0.07, -0.11, -0.05
875, -4.52, 0.75, 9.56, -0.19, -0.98, -0.05
974, 0.58, 3.71, 10.51, -0.16, 0.24, 0.01
1074, 0.14, 1.99, 10.54, -0.03, 0.04, 0.04
1175, 0.74, 0.90, 11.77, -0.03, 0.03, 0.01
1274, -0.28, 1.14, 11.40, -0.02, 0.02, 0.03
1374, -0.36, 0.12, 11.50, -0.01, 0.01, 0.01
1474, -0.35, 0.13, 11.56, -0.01, 0.02, 0.02
1574, -0.35, 0.16, 11.54, -0.01, 0.02, 0.02
1674, -0.32, 0.17, 11.54, -0.01, 0.02, 0.02
1774, -0.34, 0.16, 11.54, -0.01, 0.02, 0.02
1874, -0.34, 0.17, 11.55, -0.01, 0.02, 0.02
