timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
6, -0.33, 0.13, 11.54, -0.01, 0.02, 0.02
103, -0.33, 0.14, 11.55, -0.01, 0.02, 0.02
203, -0.34, 0.11, 11.54, -0.01, 0.02, 0.02
303, -0.37, 0.13, 11.56, -0.01, 0.02, 0.02
403, -0.36, 0.12, 11.54, -0.01, 0.02, 0.02
646, -0.34, 0.14, 11.57, -0.01, 0.02, 0.01
745, 1.47, -0.65, 10.02, -0.12, 0.02, 0.08
845, -0.72, -3.48, 12.21, 0.13, -0.14, 0.07
945, 0.81, -3.53, 12.91, -0.08, 0.01, -0.01
1045, 0.67, -2.28, 11.94, -0.07, -0.08, 0.07
1145, -0.58, 0.06, 12.31, 0.05, -0.07, 0.04
1245, 0.24, -1.03, 10.49, -0.08, -0.00, 0.10
1345, 0.74, 3.39, 13.75, 0.06, 0.08, 0.01
1445, -7.17, 17.65, 29.93, -0.46, 1.95, 0.42
1545, 0.33, -1.29, 7.45, -0.26, 0.05, 0.36
1645, -2.63, 2.26, 5.62, -0.30, 0.25, -0.16
1745, 15.40, -12.37, 19.44, -0.66, -0.41, -0.13
2062, 1.06, 1.53, 12.88, 0.02, -0.02, 0.07
2161, -0.23, 4.75, 11.90, 0.18, 0.06, 0.03
2261, -0.72, 2.50, 12.38, -0.20, 0.05, 0.08
2361, 0.44, 1.00, 11.39, -0.03, 0.04, 0.02
