timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
6, -0.33, 0.14, 11.53, -0.01, 0.02, 0.02
103, -0.31, 0.14, 11.54, -0.01, 0.02, 0.02
203, -0.32, 0.15, 11.51, -0.01, 0.01, 0.02
303, -0.32, 0.13, 11.51, -0.01, 0.02, 0.02
543, -0.30, 0.15, 11.54, -0.01, 0.02, 0.02
643, 0.85, -0.80, 11.70, 0.01, 0.01, 0.03
743, -1.29, -2.13, 11.78, 0.00, -0.08, 0.02
843, -3.43, -1.43, 12.32, -0.18, -0.08, 0.08
943, 2.14, -2.33, 11.37, 0.17, 0.11, 0.02
1043, 1.78, -5.02, 10.56, 0.02, 0.05, 0.04
1143, -0.85, -5.18, 9.26, 0.58, -0.17, 0.14
1243, -3.07, -4.06, 8.38, 0.14, -0.25, 0.16
1343, -0.75, 2.67, 9.85, -0.19, 0.12, 0.16
1623, 1.01, 1.44, 6.54, 0.34, -0.17, 0.24
1721, -0.56, 0.26, 10.51, 0.01, 0.00, 0.07
1821, -1.21, 0.62, 12.22, -0.05, -0.01, 0.10
