timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
11, -0.28, 0.15, 11.52, -0.01, 0.02, 0.02
104, -0.27, 0.12, 11.53, -0.01, 0.02, 0.02
204, -0.29, 0.12, 11.52, -0.01, 0.02, 0.02
304, -0.31, 0.13, 11.54, -0.01, 0.02, 0.02
585, -0.30, 0.12, 11.55, -0.01, 0.02, 0.02
684, -1.05, -1.19, 12.19, -0.05, -0.04, 0.02
784, 1.07, -2.41, 12.07, -0.13, 0.05, 0.02
884, -1.15, -0.92, 13.10, 0.17, 0.06, 0.03
984, -0.90, -2.40, 12.12, 0.23, 0.15, -0.01
1084, -1.51, -2.70, 10.12, 0.12, -0.30, 0.06
1184, -0.86, -1.76, 10.01, -0.40, -0.12, -0.02
1284, -1.46, -0.22, 9.49, 0.05, 0.05, 0.06
1384, 2.56, -2.28, 9.92, -0.18, 0.12, 0.03
1690, 0.68, 1.37, 11.26, 0.23, 0.13, 0.14
1790, -1.88, 2.33, 12.73, -0.14, 0.01, 0.13
1890, 0.29, 1.68, 12.53, 0.03, -0.05, 0.02
