timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
7, -0.27, 0.13, 11.53, -0.01, 0.02, 0.01
317, -0.29, 0.12, 11.53, -0.01, 0.02, 0.02
416, 0.09, -0.28, 12.19, 0.02, -0.05, 0.02
516, -0.25, 0.55, 11.80, -0.01, -0.08, 0.10
616, -0.12, -1.89, 11.31, -0.00, 0.09, 0.06
716, -6.25, -3.24, 12.16, -0.07, -0.07, 0.14
816, -3.41, -1.70, 9.62, -0.26, 0.21, -0.11
916, 2.60, 2.90, 13.16, -0.09, 0.06, -0.02
1016, -3.15, 4.10, 13.66, -0.01, 0.01, 0.17
1116, -8.53, 1.15, 9.79, -0.21, -1.05, 0.38
1402, 1.26, 0.50, 11.45, 0.10, 0.02, 0.06
1501, 0.86, 1.88, 9.23, 0.08, -0.10, 0.05
1601, -0.71, 1.69, 11.02, 0.06, 0.01, 0.05
