timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
6, -0.33, 0.15, 11.52, -0.01, 0.02, 0.02
103, -0.34, 0.14, 11.56, -0.01, 0.02, 0.02
203, -0.35, 0.14, 11.54, -0.01, 0.02, 0.02
449, -0.32, 0.16, 11.55, -0.01, 0.02, 0.02
548, 0.30, -1.03, 12.20, -0.07, 0.04, 0.02
648, -1.67, -0.90, 13.81, 0.02, -0.04, 0.03
748, -0.20, -0.38, 11.65, -0.11, 0.21, 0.02
848, -1.84, -1.32, 8.42, -0.45, 0.05, -0.02
948, -4.97, -1.99, 10.55, -0.28, 0.30, 0.11
1048, 4.19, -0.73, 12.41, 0.13, 0.07, -0.05
1148, -3.26, -2.23, 12.19, 0.06, 0.07, 0.02
1248, -3.02, -0.17, 7.54, -0.38, -1.11, 0.18
1501, -1.86, -1.84, 13.51, 0.16, 0.05, 0.06
1600, -0.27, 1.30, 11.48, -0.03, 0.26, 0.03
