timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
454, -2.29, -2.19, 12.78, -0.03, -0.06, 0.06
554, -2.59, 2.30, 13.76, -0.20, -0.04, 0.04
654, 0.56, 0.61, 12.38, 0.02, 0.09, 0.06
754, 2.39, -0.65, 10.28, 0.14, 0.02, 0.05
854, -1.88, -2.48, 9.48, 0.01, -0.13, 0.14
954, 1.55, -1.66, 11.00, 0.01, -0.03, 0.05
1054, 0.09, -3.07, 3.69, 0.74, -1.00, -0.47
1154, 1.52, 1.75, 8.16, -0.01, 0.35, 0.14
1254, -4.12, 7.25, 8.76, 0.63, 0.26, 0.64
1354, -0.35, 2.27, -0.26, -0.49, -0.08, 0.08
1454, -2.41, -0.69, 10.99, 0.00, 0.00, 0.09
1554, -2.30, -2.27, 10.88, -0.09, 0.14, 0.04
