timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
1444, -0.66, -2.58, 12.33, -0.02, -0.07, 0.06
1544, -1.20, 0.85, 14.53, 0.10, 0.00, 0.05
1644, -0.52, 1.01, 12.89, -0.03, 0.06, 0.06
1744, 0.20, -0.03, 12.84, 0.05, -0.06, 0.02
1844, 2.50, 0.98, 11.42, 0.07, 0.05, 0.04
1944, -3.74, -1.55, 13.15, -0.21, 0.05, 0.11
2044, 6.07, 14.11, 25.02, -2.92, -0.27, -0.18
2144, -1.97, -5.21, 6.54, 2.89, 0.28, -0.29
2244, -3.73, 0.53, 12.76, 0.28, -0.08, 0.35
2344, -6.47, 4.11, 13.79, -2.44, -0.26, 0.22
2444, -1.10, -1.91, 13.40, 0.00, 0.07, 0.15
2742, -1.17, 2.59, 12.68, -0.03, -0.01, 0.12
2841, -2.05, 4.24, 11.20, 0.11, 0.09, 0.02
2941, -1.10, 2.35, 12.04, -0.17, -0.02, 0.08
3041, 0.76, 1.28, 9.90, -0.06, 0.02, 0.01
3141, 0.52, 1.28, 10.82, -0.02, -0.00, 0.01
3241, 0.15, 1.00, 11.77, -0.03, 0.03, 0.08
