timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
7, -0.34, 0.12, 11.55, -0.01, 0.02, 0.02
104, -0.33, 0.13, 11.57, -0.01, 0.02, 0.01
204, -0.35, 0.13, 11.57, -0.01, 0.02, 0.02
304, -0.34, 0.11, 11.55, -0.01, 0.02, 0.01
547, -0.33, 0.11, 11.56, -0.01, 0.02, 0.02
646, -0.27, -1.04, 10.52, -0.00, 0.08, -0.01
746, 0.50, -2.49, 12.81, -0.11, -0.00, 0.03
846, -0.34, -0.67, 11.18, 0.20, 0.17, 0.01
946, -4.36, 3.11, 11.89, 0.14, 0.08, 0.03
1046, 1.90, -4.96, 11.13, 0.00, -0.01, 0.02
1146, -0.33, -1.98, 11.48, -0.29, -0.10, 0.00
1246, -2.23, -1.18, 9.05, -0.21, 0.03, -0.05
1346, 1.65, 0.10, 9.58, -0.04, -0.13, 0.09
1446, 0.33, 1.10, 14.51, -0.22, -0.02, 0.04
1546, 1.89, -2.44, 12.89, 0.13, 0.20, -0.16
1646, 0.15, -2.62, 9.32, 0.09, -0.88, 0.22
1746, 9.80, 0.96, 14.84, -0.04, -0.43, 0.24
2052, 0.42, -1.40, 11.23, -0.07, 0.17, -0.01
2151, 2.51, 3.28, 12.25, -0.01, 0.02, -0.00
2251, -0.15, 1.61, 11.03, 0.06, 0.01, -0.02
2351, -0.52, 0.82, 11.47, -0.01, 0.03, 0.03
2451, -0.05, 0.06, 11.52, -0.01, -0.00, 0.02
2551, -0.36, 0.25, 11.59, -0.01, 0.02, 0.02
2651, -0.34, 0.09, 11.57, -0.01, 0.02, 0.02
2751, -0.34, 0.12, 11.57, -0.01, 0.02, 0.01
2851, -0.31, 0.15, 11.52, -0.01, 0.02, 0.02
