timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
1254, -2.11, -4.30, 12.65, 0.07, -0.03, 0.04
1354, 3.27, -3.60, 10.73, -0.17, 0.10, 0.02
1454, 2.04, -1.81, 11.86, -0.13, -0.06, 0.10
1554, 2.04, -1.62, 11.16, -0.16, 0.04, 0.05
1654, 0.85, 1.25, 12.62, 0.04, 0.01, 0.08
1754, -1.67, -2.67, 11.26, -0.03, 0.02, 0.13
1854, 2.18, 1.50, 1.42, -2.01, -0.02, -0.33
1954, 2.37, -11.96, 18.26, 0.35, 0.13, -0.07
2054, -0.27, 8.28, 12.51, 1.60, 0.33, 0.71
2154, -15.50, 0.56, 30.47, 0.85, 0.59, -0.09
2254, 1.23, -0.71, 11.12, -0.12, 0.15, 0.14
2518, 1.65, -4.03, 9.96, -0.11, 0.10, 0.16
2617, 4.01, 3.87, 7.98, -0.00, 0.09, 0.07
2717, 1.82, 3.29, 10.48, 0.04, -0.11, 0.02
2817, 0.14, 2.27, 10.04, -0.08, 0.01, 0.04
