timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
885, -0.44, -4.31, 11.56, -0.04, -0.09, 0.11
985, 1.11, -3.27, 11.18, -0.15, -0.12, 0.07
1085, 0.70, -2.15, 11.72, -0.24, -0.07, 0.09
1185, 0.74, -1.73, 11.45, -0.14, 0.04, 0.09
1285, -2.18, 1.63, 11.90, -0.09, 0.09, 0.06
1385, -2.95, -6.66, 11.79, 0.29, 0.76, 0.07
1485, -2.94, -1.94, 17.12, 0.02, 0.05, 0.12
1585, 5.44, -6.51, 19.60, -0.11, -0.47, 0.17
1685, -0.26, 3.72, 9.21, 0.69, 0.89, 0.21
1985, -1.19, -1.00, 11.53, -0.05, -0.03, 0.16
2084, 0.54, 5.39, 9.98, -0.08, 0.15, 0.10
2184, 2.74, 3.07, 10.56, 0.00, -0.07, 0.04
2284, -1.81, 0.20, 11.94, 0.11, -0.05, 0.06
