timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
11, -0.22, 0.14, 11.53, -0.01, 0.02, 0.02
335, -0.22, 0.14, 11.55, -0.01, 0.02, 0.02
340, -0.24, 0.17, 11.55, -0.01, 0.02, 0.02
439, 0.42, -0.97, 12.27, -0.08, 0.01, 0.01
539, 0.34, -1.24, 11.72, 0.11, 0.08, 0.12
639, -0.87, 1.34, 12.12, 0.05, -0.01, 0.07
739, -0.46, 0.86, 12.36, 0.23, 0.03, 0.10
839, -2.56, -1.18, 11.09, -0.09, 0.03, -0.00
939, -0.47, -0.42, 7.90, -0.24, 0.37, -0.06
1039, -0.88, -2.51, 13.82, 0.47, -0.60, -0.13
1139, -0.96, -1.31, 11.41, -0.11, -0.11, 0.05
1239, -4.67, 3.78, 10.13, -0.23, 0.51, 0.21
1339, 0.89, 0.01, 10.21, -0.18, 0.69, -0.12
1583, 2.02, -4.08, 9.85, -0.10, 0.08, 0.03
1682, -1.90, 1.25, 14.32, 0.11, -0.08, 0.10
1782, -0.49, 1.52, 10.65, -0.05, 0.01, 0.03
