timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
6, 0.42, 0.09, 11.57, -0.01, 0.02, 0.02
103, 0.39, 0.09, 11.58, -0.01, 0.02, 0.02
203, 0.38, 0.10, 11.56, -0.01, 0.02, 0.02
511, 0.36, 0.09, 11.57, -0.01, 0.02, 0.01
610, -0.13, -1.81, 10.82, 0.05, 0.04, 0.08
710, -0.57, -0.12, 12.12, -0.03, 0.06, 0.01
810, 1.11, -0.26, 12.63, 0.00, 0.03, 0.05
910, 0.28, 1.11, 13.48, -0.02, 0.13, 0.07
1010, 2.16, -0.83, 10.68, 0.15, -0.05, 0.02
1110, 1.24, -1.44, 9.05, 0.02, -0.13, 0.04
1210, 4.15, -0.25, 10.37, 0.16, -0.01, 0.05
1310, 0.30, -0.26, 12.68, 0.17, 0.24, 0.00
1410, -2.32, 3.91, 13.81, 0.04, 0.06, 0.07
1510, 1.19, -1.07, 9.99, -0.11, -0.13, 0.07
1610, 2.81, -0.96, 11.69, 0.06, 0.13, 0.01
1710, -2.33, -2.52, 10.68, -0.72, -0.11, -0.04
1810, 0.49, -0.89, 12.58, -0.22, 0.01, 0.09
1910, 1.60, -2.22, 10.76, 0.44, 0.03, 0.00
2010, -1.97, -4.32, 12.15, 0.34, -0.28, 0.33
2110, -5.01, 3.27, 15.15, 0.87, 0.63, -0.41
2210, -1.00, -0.56, 12.39, 0.56, 0.13, 0.02
2310, 1.72, -1.24, 9.36, -0.25, -0.04, 0.05
2410, 1.79, 3.73, 9.15, -1.31, -0.05, 0.15
2510, -0.89, -1.62, 12.94, -0.17, 0.05, -0.03
2610, -0.11, -1.01, 11.16, 0.24, -0.01, 0.00
2858, -1.07, -1.93, 11.96, 0.15, -0.03, 0.00
2957, 1.29, -0.36, 12.68, 0.02, -0.00, 0.00
3057, 0.84, 1.13, 11.36, 0.04, -0.05, 0.02
3157, 0.15, 0.72, 11.60, 0.01, 0.01, 0.01
3257, 0.40, -0.17, 11.35, -0.02, 0.01, 0.02
3357, 0.35, 0.10, 11.61, -0.01, 0.02, 0.01
3457, 0.33, 0.09, 11.62, -0.01, 0.02, 0.02
3557, 0.35, 0.13, 11.56, -0.01, 0.02, 0.02
3657, 0.34, 0.12, 11.57, -0.01, 0.02, 0.02
