timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
7, 0.11, 0.12, 11.60, -0.01, 0.02, 0.02
104, 0.14, 0.10, 11.61, -0.01, 0.02, 0.02
204, 0.16, 0.10, 11.64, -0.01, 0.02, 0.02
304, 0.13, 0.09, 11.58, -0.01, 0.02, 0.01
404, 0.15, 0.11, 11.59, -0.01, 0.02, 0.02
724, 0.14, 0.11, 11.62, -0.01, 0.02, 0.02
823, 0.21, -0.73, 11.62, -0.06, 0.02, 0.05
923, 1.37, -1.06, 14.22, 0.09, 0.06, 0.01
1023, 0.31, -1.30, 13.63, -0.09, 0.06, 0.03
1123, 0.23, 1.14, 13.43, -0.10, -0.00, -0.01
1223, -0.59, -0.60, 13.03, -0.14, 0.03, 0.09
1323, 2.86, 1.86, 10.11, 0.12, 0.06, 0.03
1423, 1.12, -2.66, 9.02, 0.04, -0.11, 0.08
1523, -2.68, -0.95, 12.24, -0.06, -0.08, 0.06
1623, -2.56, -0.05, 13.00, -0.04, -0.01, 0.07
1723, -3.67, 7.05, 12.84, 0.12, -0.41, 0.01
1823, 0.44, -2.63, 12.17, -0.09, 0.00, 0.04
1923, -6.05, 7.29, 17.18, 2.21, -0.08, 0.02
2023, -1.49, 0.48, 13.43, -0.14, 0.05, 0.05
2123, -1.54, 3.12, 13.78, 0.48, -0.03, 0.07
2223, -2.87, -3.28, 13.16, 0.01, -0.07, 0.05
2323, -3.28, -13.65, 14.87, -1.84, -0.19, 0.09
2423, 2.83, 1.14, 10.06, 0.02, 0.16, 0.05
2523, 3.18, 2.35, 10.79, 0.02, 0.01, 0.07
2623, 3.92, 0.78, 11.38, -0.03, 0.01, 0.02
2723, 2.20, 1.09, 11.68, 0.05, -0.10, 0.00
3055, 2.53, 2.21, 11.64, 0.02, -0.13, 0.04
3060, 0.89, 2.01, 13.25, 0.09, -0.09, 0.01
3159, -3.11, 4.15, 13.65, -0.18, 0.04, 0.07
3259, -1.19, 0.71, 13.15, 0.02, -0.08, 0.02
3359, 0.43, 0.95, 12.03, -0.02, 0.04, 0.04
3459, 0.27, -0.09, 11.62, -0.00, -0.00, 0.02
3559, 0.07, 0.21, 11.60, -0.01, 0.02, 0.02
3659, 0.09, 0.07, 11.60, -0.01, 0.02, 0.01
3759, 0.12, 0.11, 11.60, -0.01, 0.02, 0.02
3859, 0.10, 0.11, 11.60, -0.01, 0.02, 0.02
3959, 0.09, 0.14, 11.60, -0.01, 0.02, 0.02
