timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
565, 0.10, -1.01, 13.23, 0.03, 0.04, 0.11
665, -0.73, 0.93, 12.13, 0.05, 0.06, 0.07
765, -0.33, 0.27, 12.83, 0.11, 0.07, 0.07
865, 0.47, -1.10, 9.40, 0.04, -0.04, -0.02
965, -0.17, 0.02, 13.03, -0.03, -0.17, 0.00
1065, 1.28, 0.79, 10.45, -0.01, -0.21, 0.10
1165, 4.07, -0.82, 9.52, -0.25, -0.05, -0.05
1265, 0.87, -4.25, 10.95, 0.02, 0.14, 0.05
1365, -2.78, 4.05, 12.64, 0.09, -0.09, 0.04
1465, 3.52, -0.98, 8.76, -0.19, -0.00, 0.02
1565, -1.39, -0.09, 13.21, 0.06, 0.25, 0.00
1665, 0.71, 2.91, 11.77, -0.02, -0.15, -0.01
1765, 2.01, -2.12, 9.06, -0.12, 0.17, 0.02
1865, -3.93, 1.13, 14.30, 0.06, -0.16, 0.02
1965, 4.58, -1.87, 8.32, -0.11, 0.17, 0.01
2065, -4.76, 0.23, 14.79, 0.07, -0.06, 0.00
2165, 6.72, 1.49, 4.49, -0.55, -0.72, -0.13
2265, 0.67, -2.49, 9.53, -0.25, 0.27, 0.31
2365, 0.12, -0.74, 11.93, -0.10, 0.18, 0.11
2465, -1.22, -2.18, 7.88, 1.35, -0.16, -0.03
2565, 1.57, -3.43, 10.63, -0.09, -0.01, 0.05
2665, 4.12, 3.55, 3.45, 0.87, 0.50, -0.43
2765, -2.20, 2.02, 13.01, -0.05, 0.03, 0.06
2865, -0.57, 4.15, 10.88, -0.70, 0.54, -0.13
2965, 3.32, 3.80, 6.43, 0.09, -0.94, 0.27
3065, 3.18, -3.34, 8.41, 0.11, -0.05, 0.07
