timestamp, accX, accY, accZ, gyroX, gyroY, gyroZ
877, 0.31, -0.88, 11.22, 0.05, 0.03, 0.07
977, -0.55, -1.29, 10.68, 0.01, 0.03, -0.00
1077, 0.82, 1.07, 10.48, -0.14, -0.01, 0.01
1177, -1.12, 2.89, 11.14, 0.00, -0.07, 0.01
1277, 1.57, 0.74, 10.79, -0.28, -0.10, 0.05
1377, 1.57, -2.57, 11.73, 0.24, 0.15, -0.02
1477, 1.24, -2.12, 10.97, -0.33, -0.01, 0.02
1577, -1.28, 5.67, 12.95, 0.19, -0.02, 0.03
1677, 0.13, -3.20, 11.28, 0.23, 0.02, -0.01
1777, -11.49, 11.47, 27.62, -1.03, -1.03, -0.08
1877, 2.16, -1.41, 12.87, 0.11, -0.09, 0.07
1977, 3.15, -1.11, 9.97, 0.11, 0.19, 0.03
2077, -3.02, 10.98, 5.58, 0.21, -0.03, -0.07
2177, -3.30, 4.29, 19.01, 0.57, -0.41, 0.73
2277, -2.44, -0.78, 11.13, 0.16, -0.13, 0.03
2377, 2.21, 1.55, 7.82, -0.11, 0.16, 0.09
2477, 0.02, -1.75, 5.61, -0.37, -0.14, 0.06
2577, -2.81, -0.38, 12.79, 0.09, -0.10, 0.04
2677, -2.47, -1.98, 12.98, 0.08, 0.18, -0.04
2777, 0.59, -1.77, 11.31, -0.03, 0.18, 0.01
2877, 3.55, -2.89, 8.51, -0.08, 0.13, 0.00
2977, 2.54, -0.54, 9.78, -0.10, 0.12, 0.03
3077, 3.05, 2.23, 8.67, -0.16, -0.06, 0.03
3177, 1.35, 2.84, 12.02, 0.02, -0.18, -0.02
3277, -1.46, 6.88, 15.25, -0.04, -0.17, -0.02
